"cliente_id";"cliente_nombre";"genero_desc";"fecha_nacimiento";"edad"
1756;"Cliente 142";"Hombre";"1959-08-18";62
1757;"Cliente 5264";"Hombre";"1948-03-22";73
1758;"Cliente 6067";"Mujer";"1962-03-16";59
1759;"Cliente 6889";"Mujer";"1950-06-26";71
1760;"Cliente 1111";"Mujer";"1942-07-04";79
1761;"Cliente 6535";"Mujer";"1952-10-03";69
1762;"Cliente 6625";"Mujer";"1943-06-19";78
1763;"Cliente 8047";"Mujer";"1958-03-04";63
1764;"Cliente 5195";"Hombre";"1944-08-20";77
1765;"Cliente 8838";"Mujer";"1960-10-24";61
1766;"Cliente 9832";"Hombre";"1957-05-04";64
1767;"Cliente 7016";"Hombre";"1973-09-10";48
1768;"Cliente 5339";"Hombre";"1996-07-03";25
1769;"Cliente 2720";"Mujer";"1968-07-08";53
1770;"Cliente 4513";"Mujer";"1962-10-18";59
1771;"Cliente 8745";"Hombre";"1967-01-31";54
1772;"Cliente 9114";"Mujer";"1952-07-25";69
1773;"Cliente 4220";"Hombre";"1956-10-12";65
1774;"Cliente 7217";"Mujer";"1943-02-11";78
1775;"Cliente 7433";"Mujer";"1963-05-03";58
1776;"Cliente 2359";"Hombre";"1990-10-19";31
1777;"Cliente 5265";"Hombre";"1957-05-10";64
1778;"Cliente 2453";"Mujer";"1950-09-09";71
1779;"Cliente 8795";"Hombre";"1946-06-15";75
1780;"Cliente 9859";"Hombre";"1949-07-12";72
1781;"Cliente 9139";"Hombre";"1983-11-07";38
1782;"Cliente 7121";"Mujer";"1981-01-23";40
1783;"Cliente 2721";"Mujer";"1949-10-16";72
1784;"Cliente 7122";"Hombre";"1987-04-25";34
1785;"Cliente 9361";"Mujer";"1980-08-27";41
1786;"Cliente 9753";"Mujer";"1976-03-27";45
1787;"Cliente 2643";"Mujer";"1989-05-03";32
1788;"Cliente 3486";"Mujer";"1960-08-22";61
1789;"Cliente 9347";"Hombre";"1942-11-02";79
1790;"Cliente 6402";"Hombre";"1957-03-02";64
1791;"Cliente 7659";"Mujer";"1974-07-14";47
1792;"Cliente 7086";"Hombre";"1948-10-19";73
1793;"Cliente 1877";"Mujer";"1993-11-23";28
1794;"Cliente 9540";"Hombre";"1955-03-14";66
1795;"Cliente 5826";"Hombre";"1958-08-13";63
1796;"Cliente 2585";"Mujer";"1978-08-13";43
1797;"Cliente 227";"Mujer";"1979-07-01";42
1798;"Cliente 8726";"Hombre";"1963-01-07";58
1799;"Cliente 541";"Mujer";"1976-10-10";45
1800;"Cliente 8672";"Hombre";"1955-07-09";66
1801;"Cliente 8839";"Hombre";"1945-06-24";76
1802;"Cliente 9402";"Mujer";"1967-03-11";54
1803;"Cliente 1112";"Mujer";"1990-03-03";31
1804;"Cliente 7452";"Hombre";"1961-05-04";60
1805;"Cliente 6759";"Hombre";"1966-06-26";55
1806;"Cliente 5196";"Hombre";"1943-02-26";78
1807;"Cliente 6312";"Hombre";"1942-06-13";79
1808;"Cliente 9007";"Hombre";"1984-03-29";37
1809;"Cliente 8120";"Hombre";"1967-11-26";54
1810;"Cliente 5266";"Hombre";"1953-10-10";68
1811;"Cliente 143";"Mujer";"1941-11-09";80
1812;"Cliente 3221";"Hombre";"1979-06-09";42
1813;"Cliente 5518";"Mujer";"1955-01-31";66
1814;"Cliente 3554";"Hombre";"1989-01-24";32
1815;"Cliente 3899";"Hombre";"1944-03-11";77
1816;"Cliente 6360";"Mujer";"1968-11-04";53
1817;"Cliente 1878";"Hombre";"1981-06-07";40
1818;"Cliente 2842";"Hombre";"1983-10-17";38
1819;"Cliente 1335";"Hombre";"1973-03-27";48
1820;"Cliente 1336";"Hombre";"1945-05-23";76
1821;"Cliente 6361";"Hombre";"1961-08-22";60
1822;"Cliente 3825";"Hombre";"1950-02-14";71
1823;"Cliente 5519";"Hombre";"1986-02-14";35
1824;"Cliente 8763";"Mujer";"1944-03-30";77
1825;"Cliente 9362";"Hombre";"1960-01-05";61
1826;"Cliente 5915";"Hombre";"1964-10-19";57
1827;"Cliente 9123";"Hombre";"1963-03-26";58
1828;"Cliente 7453";"Mujer";"1976-02-27";45
1829;"Cliente 7633";"Hombre";"1977-04-08";44
1830;"Cliente 922";"Mujer";"1978-05-07";43
1831;"Cliente 3009";"Hombre";"1942-12-01";79
1832;"Cliente 3765";"Mujer";"1985-12-22";36
1833;"Cliente 8520";"Mujer";"1941-10-28";80
1834;"Cliente 5996";"Mujer";"1992-05-25";29
1835;"Cliente 788";"Hombre";"1968-10-04";53
1836;"Cliente 6313";"Hombre";"1942-10-28";79
1837;"Cliente 1072";"Hombre";"1946-07-14";75
1838;"Cliente 789";"Hombre";"1985-06-30";36
1839;"Cliente 483";"Hombre";"1983-02-04";38
1840;"Cliente 3010";"Mujer";"1989-05-21";32
1841;"Cliente 2770";"Mujer";"1981-05-21";40
1842;"Cliente 1879";"Mujer";"1949-10-29";72
1843;"Cliente 447";"Mujer";"1967-01-15";54
1844;"Cliente 790";"Hombre";"1979-07-27";42
1845;"Cliente 21";"Hombre";"1943-01-23";78
1846;"Cliente 6362";"Mujer";"1994-12-25";27
1847;"Cliente 8440";"Mujer";"1994-10-16";27
1848;"Cliente 3607";"Hombre";"1986-10-08";35
1849;"Cliente 9056";"Hombre";"1990-06-20";31
1850;"Cliente 542";"Mujer";"1996-02-04";25
1851;"Cliente 7347";"Mujer";"1954-07-02";67
1852;"Cliente 144";"Hombre";"1949-12-04";72
1853;"Cliente 1520";"Hombre";"1951-04-12";70
1854;"Cliente 9820";"Mujer";"1992-04-23";29
1855;"Cliente 4166";"Hombre";"1988-02-08";33
1856;"Cliente 543";"Mujer";"1960-05-23";61
1857;"Cliente 5375";"Hombre";"1957-10-09";64
1858;"Cliente 2919";"Mujer";"1973-08-19";48
1859;"Cliente 7614";"Mujer";"1962-02-22";59
1860;"Cliente 1968";"Mujer";"1959-11-03";62
1861;"Cliente 6934";"Mujer";"1953-04-10";68
1862;"Cliente 7992";"Mujer";"1965-04-18";56
1863;"Cliente 7123";"Hombre";"1981-06-01";40
1864;"Cliente 6403";"Hombre";"1973-03-08";48
1865;"Cliente 791";"Mujer";"1996-11-01";25
1866;"Cliente 2038";"Hombre";"1946-10-28";75
1867;"Cliente 7017";"Hombre";"1951-09-05";70
1868;"Cliente 8521";"Mujer";"1971-07-04";50
1869;"Cliente 5340";"Mujer";"1943-05-20";78
1870;"Cliente 6710";"Mujer";"1942-07-23";79
1871;"Cliente 4628";"Mujer";"1942-08-24";79
1872;"Cliente 2771";"Hombre";"1965-05-24";56
1873;"Cliente 9208";"Hombre";"1992-08-07";29
1874;"Cliente 2772";"Mujer";"1953-12-29";68
1875;"Cliente 9958";"Mujer";"1943-09-15";78
1876;"Cliente 4997";"Hombre";"1952-04-25";69
1877;"Cliente 6068";"Hombre";"1955-01-14";66
1878;"Cliente 6935";"Hombre";"1980-06-04";41
1879;"Cliente 8213";"Hombre";"1974-12-24";47
1880;"Cliente 2773";"Hombre";"1950-09-03";71
1881;"Cliente 8924";"Mujer";"1943-05-14";78
1882;"Cliente 1796";"Hombre";"1952-10-29";69
1883;"Cliente 626";"Hombre";"1973-08-19";48
1884;"Cliente 5341";"Hombre";"1942-03-27";79
1885;"Cliente 8027";"Mujer";"1976-09-17";45
1886;"Cliente 8076";"Hombre";"1951-06-07";70
1887;"Cliente 1197";"Hombre";"1988-10-11";33
1888;"Cliente 4167";"Hombre";"1941-03-15";80
1889;"Cliente 7124";"Mujer";"1964-03-23";57
1890;"Cliente 8840";"Mujer";"1951-02-07";70
1891;"Cliente 5376";"Mujer";"1994-10-29";27
1892;"Cliente 145";"Hombre";"1992-03-03";29
1893;"Cliente 9246";"Hombre";"1982-08-20";39
1894;"Cliente 3826";"Mujer";"1959-05-25";62
1895;"Cliente 5870";"Hombre";"1996-06-09";25
1896;"Cliente 7408";"Mujer";"1969-01-21";52
1897;"Cliente 2722";"Hombre";"1992-04-12";29
1898;"Cliente 1198";"Hombre";"1965-12-24";56
1899;"Cliente 1000";"Hombre";"1945-07-09";76
1900;"Cliente 9057";"Mujer";"1967-08-21";54
1901;"Cliente 3974";"Hombre";"1946-11-13";75
1902;"Cliente 7615";"Hombre";"1971-07-16";50
1903;"Cliente 1449";"Mujer";"1941-10-30";80
1904;"Cliente 6026";"Mujer";"1987-08-17";34
1905;"Cliente 4221";"Mujer";"1942-12-14";79
1906;"Cliente 3975";"Hombre";"1953-03-25";68
1907;"Cliente 22";"Hombre";"1963-07-27";58
1908;"Cliente 3411";"Hombre";"1942-04-16";79
1909;"Cliente 6665";"Hombre";"1975-08-21";46
1910;"Cliente 6069";"Hombre";"1985-08-24";36
1911;"Cliente 5520";"Hombre";"1990-07-21";31
1912;"Cliente 7752";"Mujer";"1965-03-14";56
1913;"Cliente 6363";"Mujer";"1952-09-26";69
1914;"Cliente 4940";"Hombre";"1956-04-06";65
1915;"Cliente 6536";"Mujer";"1966-04-12";55
1916;"Cliente 2154";"Hombre";"1984-12-14";37
1917;"Cliente 6843";"Hombre";"1951-08-10";70
1918;"Cliente 4021";"Mujer";"1963-10-08";58
1919;"Cliente 6890";"Hombre";"1974-12-04";47
1920;"Cliente 9152";"Mujer";"1964-01-27";57
1921;"Cliente 5071";"Hombre";"1982-04-21";39
1922;"Cliente 1712";"Mujer";"1963-08-01";58
1923;"Cliente 3345";"Mujer";"1988-03-06";33
1924;"Cliente 7961";"Mujer";"1948-01-21";73
1925;"Cliente 5197";"Hombre";"1942-01-31";79
1926;"Cliente 7218";"Hombre";"1986-04-18";35
1927;"Cliente 7387";"Hombre";"1977-03-29";44
1928;"Cliente 228";"Mujer";"1952-11-01";69
1929;"Cliente 3976";"Mujer";"1941-08-29";80
1930;"Cliente 8673";"Hombre";"1992-08-25";29
1931;"Cliente 4067";"Hombre";"1982-08-07";39
1932;"Cliente 3285";"Hombre";"1959-09-30";62
1933;"Cliente 5997";"Hombre";"1966-02-15";55
1934;"Cliente 6237";"Hombre";"1955-12-17";66
1935;"Cliente 8140";"Mujer";"1965-12-05";56
1936;"Cliente 4567";"Hombre";"1943-01-09";78
1937;"Cliente 7490";"Hombre";"1973-11-13";48
1938;"Cliente 4222";"Mujer";"1969-06-28";52
1939;"Cliente 6238";"Hombre";"1964-12-11";57
1940;"Cliente 6027";"Mujer";"1973-11-07";48
1941;"Cliente 9008";"Hombre";"1949-11-11";72
1942;"Cliente 9469";"Mujer";"1960-09-28";61
1943;"Cliente 792";"Mujer";"1951-02-28";70
1944;"Cliente 4068";"Mujer";"1985-03-17";36
1945;"Cliente 2920";"Mujer";"1959-08-23";62
1946;"Cliente 8522";"Mujer";"1957-02-03";64
1947;"Cliente 2586";"Hombre";"1943-03-02";78
1948;"Cliente 1639";"Hombre";"1976-01-06";45
1949;"Cliente 7247";"Hombre";"1993-06-04";28
1950;"Cliente 7157";"Mujer";"1960-01-27";61
1951;"Cliente 9837";"Mujer";"1956-07-13";65
1952;"Cliente 7491";"Mujer";"1997-06-17";24
1953;"Cliente 2075";"Hombre";"1942-12-31";79
1954;"Cliente 6760";"Hombre";"1986-06-15";35
1955;"Cliente 1199";"Hombre";"1975-06-11";46
1956;"Cliente 6070";"Mujer";"1965-07-08";56
1957;"Cliente 1713";"Mujer";"1966-02-21";55
1958;"Cliente 7753";"Hombre";"1988-10-03";33
1959;"Cliente 2155";"Mujer";"1965-01-10";56
1960;"Cliente 8746";"Mujer";"1996-12-13";25
1961;"Cliente 7897";"Mujer";"1990-04-11";31
1962;"Cliente 7454";"Hombre";"1992-06-19";29
1963;"Cliente 2076";"Hombre";"1958-11-12";63
1964;"Cliente 2039";"Mujer";"1945-08-18";76
1965;"Cliente 8483";"Mujer";"1973-04-20";48
1966;"Cliente 9698";"Hombre";"1943-06-08";78
1967;"Cliente 5827";"Hombre";"1975-11-17";46
1968;"Cliente 6364";"Mujer";"1949-04-18";72
1969;"Cliente 6134";"Hombre";"1978-04-15";43
1970;"Cliente 3827";"Mujer";"1971-04-19";50
1971;"Cliente 2077";"Hombre";"1952-03-23";69
1972;"Cliente 6275";"Hombre";"1979-09-29";42
1973;"Cliente 5267";"Hombre";"1946-08-25";75
1974;"Cliente 7541";"Mujer";"1969-04-07";52
1975;"Cliente 484";"Mujer";"1992-05-14";29
1976;"Cliente 4568";"Hombre";"1945-01-30";76
1977;"Cliente 7792";"Mujer";"1943-01-30";78
1978;"Cliente 7754";"Mujer";"1973-09-30";48
1979;"Cliente 8841";"Mujer";"1944-08-14";77
1980;"Cliente 6711";"Hombre";"1945-01-03";76
1981;"Cliente 2360";"Mujer";"1980-12-17";41
1982;"Cliente 793";"Hombre";"1964-05-06";57
1983;"Cliente 9875";"Hombre";"1962-02-02";59
1984;"Cliente 5426";"Mujer";"1988-10-05";33
1985;"Cliente 6761";"Hombre";"1966-06-27";55
1986;"Cliente 1337";"Hombre";"1957-06-25";64
1987;"Cliente 1286";"Hombre";"1973-12-06";48
1988;"Cliente 448";"Mujer";"1965-11-26";56
1989;"Cliente 9959";"Hombre";"1943-03-09";78
1990;"Cliente 1714";"Hombre";"1984-10-09";37
1991;"Cliente 9421";"Mujer";"1942-08-14";79
1992;"Cliente 2237";"Hombre";"1965-09-06";56
1993;"Cliente 5268";"Mujer";"1980-05-04";41
1994;"Cliente 9081";"Hombre";"1943-08-13";78
1995;"Cliente 8892";"Hombre";"1980-12-29";41
1996;"Cliente 3766";"Hombre";"1995-04-17";26
1997;"Cliente 8299";"Mujer";"1956-01-19";65
1998;"Cliente 8960";"Hombre";"1974-02-01";47
1999;"Cliente 2774";"Hombre";"1960-02-14";61
2000;"Cliente 4514";"Hombre";"1958-10-14";63
2001;"Cliente 8523";"Mujer";"1986-09-11";35
2002;"Cliente 3011";"Hombre";"1949-11-26";72
2003;"Cliente 9058";"Mujer";"1947-02-08";74
2004;"Cliente 6490";"Mujer";"1963-05-16";58
2005;"Cliente 146";"Mujer";"1976-11-18";45
2006;"Cliente 1200";"Mujer";"1984-03-27";37
2007;"Cliente 2454";"Hombre";"1975-07-24";46
2008;"Cliente 5475";"Hombre";"1986-01-06";35
2009;"Cliente 4472";"Mujer";"1946-09-06";75
2010;"Cliente 8747";"Hombre";"1954-11-20";67
2011;"Cliente 2843";"Mujer";"1990-07-04";31
2012;"Cliente 1338";"Mujer";"1954-01-20";67
2013;"Cliente 696";"Hombre";"1996-08-31";25
2014;"Cliente 449";"Mujer";"1944-01-28";77
2015;"Cliente 4847";"Mujer";"1956-03-27";65
2016;"Cliente 3487";"Mujer";"1980-10-16";41
2017;"Cliente 6222";"Mujer";"1979-06-11";42
2018;"Cliente 229";"Mujer";"1948-05-24";73
2019;"Cliente 4515";"Mujer";"1951-06-23";70
2020;"Cliente 4761";"Hombre";"1946-07-07";75
2021;"Cliente 3977";"Mujer";"1946-05-21";75
2022;"Cliente 4168";"Mujer";"1960-12-08";61
2023;"Cliente 8875";"Mujer";"1967-05-23";54
2024;"Cliente 5198";"Mujer";"1956-02-12";65
2025;"Cliente 1880";"Hombre";"1953-05-04";68
2026;"Cliente 7455";"Hombre";"1956-03-01";65
2027;"Cliente 4473";"Mujer";"1990-02-20";31
2028;"Cliente 147";"Hombre";"1957-03-30";64
2029;"Cliente 4169";"Mujer";"1955-08-11";66
2030;"Cliente 5127";"Hombre";"1951-11-19";70
2031;"Cliente 6196";"Mujer";"1979-03-17";42
2032;"Cliente 5476";"Hombre";"1976-12-17";45
2033;"Cliente 5786";"Mujer";"1950-08-19";71
2034;"Cliente 9183";"Hombre";"1992-05-26";29
2035;"Cliente 7962";"Mujer";"1992-05-15";29
2036;"Cliente 4941";"Mujer";"1974-12-08";47
2037;"Cliente 8236";"Mujer";"1971-08-17";50
2038;"Cliente 4069";"Hombre";"1990-08-10";31
2039;"Cliente 230";"Hombre";"1942-08-22";79
2040;"Cliente 6028";"Hombre";"1953-04-14";68
2041;"Cliente 2587";"Hombre";"1997-02-22";24
2042;"Cliente 8336";"Mujer";"1979-02-23";42
2043;"Cliente 8644";"Hombre";"1992-12-10";29
2044;"Cliente 2921";"Mujer";"1978-03-24";43
2045;"Cliente 1572";"Hombre";"1953-06-06";68
2046;"Cliente 8121";"Mujer";"1957-06-15";64
2047;"Cliente 6404";"Hombre";"1975-08-25";46
2048;"Cliente 8976";"Mujer";"1954-11-11";67
2049;"Cliente 5643";"Mujer";"1979-05-18";42
2050;"Cliente 8077";"Hombre";"1943-12-24";78
2051;"Cliente 3082";"Hombre";"1943-01-15";78
2052;"Cliente 4022";"Hombre";"1990-04-06";31
2053;"Cliente 6239";"Mujer";"1985-08-10";36
2054;"Cliente 9960";"Mujer";"1975-08-24";46
2055;"Cliente 2361";"Hombre";"1977-05-08";44
2056;"Cliente 544";"Mujer";"1970-10-05";51
2057;"Cliente 8977";"Mujer";"1993-10-19";28
2058;"Cliente 1450";"Hombre";"1951-11-13";70
2059;"Cliente 1640";"Hombre";"1951-02-03";70
2060;"Cliente 9796";"Mujer";"1977-12-17";44
2061;"Cliente 6161";"Hombre";"1966-07-03";55
2062;"Cliente 545";"Hombre";"1994-06-04";27
2063;"Cliente 6454";"Mujer";"1941-04-09";80
2064;"Cliente 4170";"Mujer";"1963-12-25";58
2065;"Cliente 5644";"Hombre";"1943-05-17";78
2066;"Cliente 2455";"Hombre";"1951-05-26";70
2067;"Cliente 3083";"Hombre";"1953-04-04";68
2068;"Cliente 8237";"Hombre";"1979-03-18";42
2069;"Cliente 1113";"Hombre";"1994-06-16";27
2070;"Cliente 8620";"Hombre";"1950-04-20";71
2071;"Cliente 3978";"Mujer";"1980-03-01";41
2072;"Cliente 7087";"Mujer";"1963-04-29";58
2073;"Cliente 2362";"Mujer";"1984-04-18";37
2074;"Cliente 9403";"Hombre";"1944-10-28";77
2075;"Cliente 7192";"Hombre";"1964-12-12";57
2076;"Cliente 7271";"Mujer";"1949-05-15";72
2077;"Cliente 8300";"Hombre";"1973-06-01";48
2078;"Cliente 6162";"Hombre";"1969-04-28";52
2079;"Cliente 8484";"Hombre";"1941-08-07";80
2080;"Cliente 6891";"Hombre";"1974-05-30";47
2081;"Cliente 1881";"Mujer";"1973-03-28";48
2082;"Cliente 3767";"Mujer";"1963-09-30";58
2083;"Cliente 3768";"Mujer";"1982-11-26";39
2084;"Cliente 1339";"Hombre";"1991-06-23";30
2085;"Cliente 6455";"Hombre";"1957-10-22";64
2086;"Cliente 7272";"Hombre";"1945-01-25";76
2087;"Cliente 9617";"Hombre";"1942-01-30";79
2088;"Cliente 4690";"Mujer";"1948-06-09";73
2089;"Cliente 1340";"Mujer";"1962-02-14";59
2090;"Cliente 3682";"Hombre";"1947-06-09";74
2091;"Cliente 3828";"Mujer";"1942-03-07";79
2092;"Cliente 6936";"Hombre";"1966-05-30";55
2093;"Cliente 3829";"Hombre";"1971-08-20";50
2094;"Cliente 9284";"Hombre";"1948-10-19";73
2095;"Cliente 8693";"Mujer";"1941-05-25";80
2096;"Cliente 2363";"Mujer";"1942-04-10";79
2097;"Cliente 1882";"Mujer";"1990-02-06";31
2098;"Cliente 7039";"Mujer";"1949-09-18";72
2099;"Cliente 6937";"Mujer";"1990-08-01";31
2100;"Cliente 5698";"Hombre";"1958-09-24";63
2101;"Cliente 9722";"Mujer";"1960-01-31";61
2102;"Cliente 7512";"Hombre";"1973-02-06";48
2103;"Cliente 1641";"Hombre";"1944-10-14";77
2104;"Cliente 7193";"Mujer";"1985-05-04";36
2105;"Cliente 9555";"Hombre";"1964-07-09";57
2106;"Cliente 8748";"Hombre";"1970-02-10";51
2107;"Cliente 1969";"Mujer";"1942-02-26";79
2108;"Cliente 5377";"Hombre";"1970-04-02";51
2109;"Cliente 8605";"Hombre";"1969-12-29";52
2110;"Cliente 1201";"Mujer";"1982-06-16";39
2111;"Cliente 231";"Hombre";"1975-09-21";46
2112;"Cliente 2156";"Mujer";"1988-09-24";33
2113;"Cliente 4691";"Hombre";"1954-04-03";67
2114;"Cliente 4070";"Hombre";"1970-02-14";51
2115;"Cliente 3084";"Mujer";"1960-12-17";61
2116;"Cliente 3150";"Mujer";"1963-10-23";58
2117;"Cliente 546";"Mujer";"1976-12-25";45
2118;"Cliente 9033";"Mujer";"1977-04-06";44
2119;"Cliente 8214";"Hombre";"1973-02-26";48
2120;"Cliente 7434";"Hombre";"1957-11-09";64
2121;"Cliente 4692";"Hombre";"1960-08-19";61
2122;"Cliente 7725";"Mujer";"1966-12-03";55
2123;"Cliente 2456";"Hombre";"1993-02-28";28
2124;"Cliente 9838";"Hombre";"1941-05-15";80
2125;"Cliente 5952";"Hombre";"1959-12-12";62
2126;"Cliente 2922";"Hombre";"1957-08-02";64
2127;"Cliente 4291";"Hombre";"1966-09-14";55
2128;"Cliente 8238";"Hombre";"1991-07-05";30
2129;"Cliente 8657";"Mujer";"1982-05-26";39
2130;"Cliente 4071";"Mujer";"1951-09-24";70
2131;"Cliente 148";"Hombre";"1959-10-27";62
2132;"Cliente 8316";"Hombre";"1977-03-09";44
2133;"Cliente 3346";"Hombre";"1990-07-18";31
2134;"Cliente 4762";"Mujer";"1944-05-14";77
2135;"Cliente 3608";"Hombre";"1947-06-04";74
2136;"Cliente 1573";"Hombre";"1958-01-21";63
2137;"Cliente 2287";"Mujer";"1944-08-17";77
2138;"Cliente 7313";"Hombre";"1960-11-20";61
2139;"Cliente 7583";"Hombre";"1942-02-25";79
2140;"Cliente 8893";"Mujer";"1966-10-21";55
2141;"Cliente 4023";"Mujer";"1950-07-06";71
2142;"Cliente 9233";"Hombre";"1983-07-19";38
2143;"Cliente 2238";"Mujer";"1967-06-10";54
2144;"Cliente 3347";"Hombre";"1975-09-16";46
2145;"Cliente 7831";"Mujer";"1962-04-10";59
2146;"Cliente 2457";"Mujer";"1987-06-19";34
2147;"Cliente 2775";"Mujer";"1984-12-14";37
2148;"Cliente 5828";"Hombre";"1965-06-07";56
2149;"Cliente 8621";"Hombre";"1997-09-30";24
2150;"Cliente 547";"Hombre";"1955-09-20";66
2151;"Cliente 794";"Hombre";"1996-02-18";25
2152;"Cliente 8078";"Hombre";"1947-05-25";74
2153;"Cliente 8375";"Mujer";"1953-04-10";68
2154;"Cliente 5756";"Hombre";"1970-02-03";51
2155;"Cliente 5998";"Hombre";"1964-01-20";57
2156;"Cliente 7063";"Hombre";"1968-06-14";53
2157;"Cliente 7542";"Mujer";"1944-07-02";77
2158;"Cliente 4763";"Mujer";"1954-12-14";67
2159;"Cliente 8079";"Hombre";"1945-11-22";76
2160;"Cliente 6314";"Hombre";"1985-02-19";36
2161;"Cliente 7273";"Hombre";"1975-09-12";46
2162;"Cliente 548";"Hombre";"1988-11-17";33
2163;"Cliente 3286";"Mujer";"1973-09-02";48
2164;"Cliente 3085";"Mujer";"1985-09-25";36
2165;"Cliente 1970";"Hombre";"1975-04-21";46
2166;"Cliente 3609";"Hombre";"1997-09-11";24
2167;"Cliente 8796";"Mujer";"1962-03-05";59
2168;"Cliente 549";"Mujer";"1988-04-29";33
2169;"Cliente 1114";"Mujer";"1973-02-12";48
2170;"Cliente 8658";"Mujer";"1993-04-17";28
2171;"Cliente 3151";"Hombre";"1984-11-23";37
2172;"Cliente 2458";"Mujer";"1961-12-01";60
2173;"Cliente 1642";"Hombre";"1996-01-19";25
2174;"Cliente 1883";"Hombre";"1944-03-04";77
2175;"Cliente 4903";"Mujer";"1970-12-05";51
2176;"Cliente 8559";"Hombre";"1955-03-22";66
2177;"Cliente 5521";"Mujer";"1965-05-20";56
2178;"Cliente 5645";"Hombre";"1951-01-03";70
2179;"Cliente 232";"Hombre";"1947-07-11";74
2180;"Cliente 8961";"Hombre";"1952-10-19";69
2181;"Cliente 8524";"Hombre";"1952-07-13";69
2182;"Cliente 2157";"Mujer";"1956-10-15";65
2183;"Cliente 3348";"Hombre";"1953-01-31";68
2184;"Cliente 8028";"Hombre";"1993-12-23";28
2185;"Cliente 4072";"Hombre";"1942-11-02";79
2186;"Cliente 1073";"Mujer";"1967-02-20";54
2187;"Cliente 795";"Mujer";"1986-12-28";35
2188;"Cliente 1001";"Hombre";"1946-02-11";75
2189;"Cliente 7274";"Hombre";"1995-10-28";26
2190;"Cliente 9386";"Mujer";"1967-08-30";54
2191;"Cliente 2459";"Mujer";"1974-06-08";47
2192;"Cliente 5378";"Hombre";"1941-10-27";80
2193;"Cliente 5699";"Mujer";"1961-01-15";60
2194;"Cliente 4764";"Hombre";"1941-06-05";80
2195;"Cliente 5477";"Hombre";"1944-03-15";77
2196;"Cliente 6798";"Hombre";"1995-08-24";26
2197;"Cliente 5578";"Hombre";"1978-07-22";43
2198;"Cliente 9683";"Mujer";"1944-06-18";77
2199;"Cliente 8360";"Hombre";"1992-02-02";29
2200;"Cliente 4118";"Mujer";"1944-06-12";77
2201;"Cliente 3152";"Mujer";"1964-07-29";57
2202;"Cliente 1341";"Hombre";"1954-12-12";67
2203;"Cliente 233";"Hombre";"1942-11-22";79
2204;"Cliente 2288";"Mujer";"1993-07-28";28
2205;"Cliente 4292";"Hombre";"1943-10-07";78
2206;"Cliente 8622";"Hombre";"1980-06-03";41
2207;"Cliente 6762";"Hombre";"1941-03-08";80
2208;"Cliente 4998";"Hombre";"1993-04-02";28
2209;"Cliente 9166";"Mujer";"1954-09-29";67
2210;"Cliente 6491";"Mujer";"1959-10-16";62
2211;"Cliente 7513";"Mujer";"1961-07-29";60
2212;"Cliente 3900";"Mujer";"1962-03-23";59
2213;"Cliente 6990";"Hombre";"1961-07-16";60
2214;"Cliente 923";"Hombre";"1992-06-21";29
2215;"Cliente 3683";"Hombre";"1991-06-28";30
2216;"Cliente 5646";"Hombre";"1960-12-02";61
2217;"Cliente 8141";"Mujer";"1943-01-10";78
2218;"Cliente 8925";"Mujer";"1951-10-08";70
2219;"Cliente 6712";"Mujer";"1946-09-06";75
2220;"Cliente 8376";"Hombre";"1949-12-25";72
2221;"Cliente 3086";"Hombre";"1967-01-03";54
2222;"Cliente 6197";"Mujer";"1985-06-07";36
2223;"Cliente 697";"Hombre";"1963-11-26";58
2224;"Cliente 2588";"Hombre";"1957-07-05";64
2225;"Cliente 3901";"Mujer";"1945-04-15";76
2226;"Cliente 8797";"Mujer";"1995-05-05";26
2227;"Cliente 7793";"Hombre";"1995-02-20";26
2228;"Cliente 6405";"Mujer";"1943-07-15";78
2229;"Cliente 7926";"Mujer";"1944-05-13";77
2230;"Cliente 7018";"Mujer";"1995-03-14";26
2231;"Cliente 2460";"Mujer";"1944-12-14";77
2232;"Cliente 6892";"Mujer";"1968-12-15";53
2233;"Cliente 364";"Hombre";"1995-04-09";26
2234;"Cliente 6958";"Mujer";"1980-06-28";41
2235;"Cliente 6666";"Mujer";"1974-02-22";47
2236;"Cliente 9521";"Mujer";"1956-10-16";65
2237;"Cliente 3153";"Mujer";"1960-01-27";61
2238;"Cliente 4024";"Mujer";"1991-06-26";30
2239;"Cliente 7963";"Mujer";"1944-02-14";77
2240;"Cliente 7514";"Mujer";"1968-03-18";53
2241;"Cliente 3610";"Hombre";"1978-12-19";43
2242;"Cliente 2158";"Mujer";"1961-02-28";60
2243;"Cliente 1797";"Hombre";"1960-09-16";61
2244;"Cliente 6029";"Mujer";"1979-12-26";42
2245;"Cliente 3349";"Mujer";"1992-11-06";29
2246;"Cliente 3684";"Mujer";"1942-12-07";79
2247;"Cliente 924";"Hombre";"1975-12-05";46
2248;"Cliente 6626";"Mujer";"1970-01-09";51
2249;"Cliente 3287";"Mujer";"1976-02-26";45
2250;"Cliente 7435";"Mujer";"1973-01-31";48
2251;"Cliente 4848";"Hombre";"1965-07-11";56
2252;"Cliente 7492";"Mujer";"1944-03-25";77
2253;"Cliente 23";"Mujer";"1990-10-06";31
2254;"Cliente 149";"Hombre";"1994-09-13";27
2255;"Cliente 6991";"Hombre";"1985-06-28";36
